X1,EventID,CollectionDate,Season,DN,Lat,Long,Station,Strata,SAMPLENUM,SPECCODE,CountType,SUMGROUP,Density,Biomass,CollectionDateString,MONTH,Den.Liter,RotGENERA,Den.Liter_New,Bio.Liter_New,Zoop_GENERA
2691,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,DAPRETR,MACRO,DAPHNID,85.68629956,235.7121698,20180802,Aug,0.856862996,NA,0.0856863,0.23571217,Cladocerans
2692,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,DIACOPE,MACRO,CALANOID,64.26472467,223.9734861,20180802,Aug,0.642647247,NA,0.064264725,0.223973486,Calanoids
2693,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,DIYTHOM,MACRO,CYCLOPOID,921.1277203,4099.118913,20180802,Aug,9.211277203,NA,0.92112772,4.099118913,Cyclopoids
2694,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,EPILACU,MACRO,CALANOID,21.42157489,434.4292213,20180802,Aug,0.214215749,NA,0.021421575,0.434429221,Calanoids
2695,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,EUBCORE,MACRO,BOSMINID,85.68629956,209.9805036,20180802,Aug,0.856862996,NA,0.0856863,0.209980504,Cladocerans
2696,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,HOLGIBB,MACRO,NDAP,1563.774967,2313.368289,20180802,Aug,15.63774967,NA,1.563774967,2.313368289,Cladocerans
2697,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,LEOSICI,MACRO,CALANOID,64.26472467,830.0075174,20180802,Aug,0.642647247,NA,0.064264725,0.830007517,Calanoids
2698,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,LETKIND,MACRO,NDAP,21.42157489,43.18119395,20180802,Aug,0.214215749,NA,0.021421575,0.043181194,Cladocerans
2699,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,LIMMACR,MACRO,LIMNO,107.1078745,6157.187278,20180802,Aug,1.071078745,NA,0.107107874,6.157187278,Calanoids
2700,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,POYPEDI,MACRO,NDAP,21.42157489,479.0231489,20180802,Aug,0.214215749,NA,0.021421575,0.479023149,Cladocerans
2701,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,wwc,DFO397-wz,SKIOREG,MACRO,CALANOID,21.42157489,166.6335695,20180802,Aug,0.214215749,NA,0.021421575,0.16663357,Calanoids
2704,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,COPNAUP,MICRO,pNAUPLII,1245.762712,142.9594633,20180802,Aug,12.45762712,NA,1.245762712,0.142959463,Nauplii
2707,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,PLOSP,MICRO,ROTIFER,415.2542373,138.6378095,20180802,Aug,4.152542373,Ploesoma,0.415254237,0.13863781,Rotifers
2705,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,GASSP,MICRO,ROTIFER,8305.084746,131.4839175,20180802,Aug,83.05084746,Gastropus,8.305084746,0.131483918,Rotifers
2702,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,ASCSP,MICRO,ROTIFER,9966.101695,110.0837475,20180802,Aug,99.66101695,Ascomorpha,9.966101695,0.110083748,Rotifers
2703,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,COLSP,MICRO,ROTIFER,4567.79661,85.10993542,20180802,Aug,45.6779661,Collotheca,4.56779661,0.085109935,Rotifers
2706,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,KERSP,MICRO,ROTIFER,24500,76.2403593,20180802,Aug,245,Keratella,24.5,0.076240359,Rotifers
2708,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,SYNSP,MICRO,ROTIFER,1661.016949,23.04038551,20180802,Aug,16.61016949,Synchaeta,1.661016949,0.023040386,Rotifers
NA,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,ASPSP,MICRO,ROTIFER,1245.762712,1708.022363,20180802,Aug,12.45762712,Asplanchna,1.245762712,1.708022363,Rotifers
NA,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,COOSP,MICRO,ROTIFER,40694.91525,464.3844746,20180802,Aug,406.9491525,Conochilus,40.69491525,0.464384475,Rotifers
NA,stn69_20180802_D_Limnos,8/2/2018,Summer,D,43.6078,-76.7142,stn69,epi,DFO398-a,KELSP,MICRO,ROTIFER,6228.813559,48.28814731,20180802,Aug,62.28813559,Kellicottia,6.228813559,0.048288147,Rotifers
2709,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,BOSLONG,MACRO,BOSMINID,333.6853221,502.653819,20180802,Aug,3.336853221,NA,0.333685322,0.502653819,Cladocerans
2710,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,CECPENG,MACRO,CERC,41.75127934,205.8833894,20180802,Aug,0.417512793,NA,0.041751279,0.205883389,Cladocerans
2711,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,CYCCOPE,MACRO,CYCLOPOID,2113.340373,2294.163903,20180802,Aug,21.13340373,NA,2.113340373,2.294163903,Cyclopoids
2712,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,DAPGALEM,MACRO,DAPHNID,305.8782119,1181.389402,20180802,Aug,3.058782119,NA,0.305878212,1.181389402,Cladocerans
238,stn43_20180522_D_LG,5/22/2018,Late Spring,D,43.95098667,-78.04831833,stn43,wwc,8012-wz,MYSRELI,MACRO,MYSID,0.816571778,2043.202278,20180522,May,0.008165718,NA,8.17E-04,2.043202278,Mysis
2713,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,DAPRETR,MACRO,DAPHNID,361.4924322,917.641198,20180802,Aug,3.614924322,NA,0.361492432,0.917641198,Cladocerans
2714,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,DIACOPE,MACRO,CALANOID,83.42133052,238.2698687,20180802,Aug,0.834213305,NA,0.083421331,0.238269869,Calanoids
2715,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,DIYTHOM,MACRO,CYCLOPOID,2613.868356,7764.514961,20180802,Aug,26.13868356,NA,2.613868356,7.764514961,Cyclopoids
2716,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,EUBCORE,MACRO,BOSMINID,83.42133052,101.5951312,20180802,Aug,0.834213305,NA,0.083421331,0.101595131,Cladocerans
2717,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,HOLGIBB,MACRO,NDAP,305.8782119,533.4654583,20180802,Aug,3.058782119,NA,0.305878212,0.533465458,Cladocerans
2718,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,LEOSICI,MACRO,CALANOID,27.80711017,263.171672,20180802,Aug,0.278071102,NA,0.02780711,0.263171672,Calanoids
2719,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,LETKIND,MACRO,NDAP,55.61422034,51.08613565,20180802,Aug,0.556142203,NA,0.05561422,0.051086136,Cladocerans
2720,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,LIMCOPE,MACRO,LIMNO,27.80711017,290.4328779,20180802,Aug,0.278071102,NA,0.02780711,0.290432878,Calanoids
2721,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,LIMMACR,MACRO,LIMNO,222.4568814,12847.01182,20180802,Aug,2.224568814,NA,0.222456881,12.84701182,Calanoids
2722,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,wwc,DFO401-wz,SKIOREG,MACRO,CALANOID,55.61422034,555.333444,20180802,Aug,0.556142203,NA,0.05561422,0.555333444,Calanoids
2725,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,COPNAUP,MICRO,pNAUPLII,1669.099757,122.136196,20180802,Aug,16.69099757,NA,1.669099757,0.122136196,Nauplii
2726,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,DREPOLYV,MICRO,VELIGER,715.3284672,99.60929313,20180802,Aug,7.153284672,NA,0.715328467,0.099609293,Veligers
2728,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,KERSP,MICRO,ROTIFER,23844.28224,71.31261377,20180802,Aug,238.4428224,Keratella,23.84428224,0.071312614,Rotifers
2727,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,GASSP,MICRO,ROTIFER,4768.856448,71.02212603,20180802,Aug,47.68856448,Gastropus,4.768856448,0.071022126,Rotifers
2729,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,PLOSP,MICRO,ROTIFER,953.7712895,70.55239844,20180802,Aug,9.537712895,Ploesoma,0.95377129,0.070552398,Rotifers
2730,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,SYNSP,MICRO,ROTIFER,715.3284672,15.91954204,20180802,Aug,7.153284672,Synchaeta,0.715328467,0.015919542,Rotifers
2724,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,COLSP,MICRO,ROTIFER,1192.214112,13.18918336,20180802,Aug,11.92214112,Collotheca,1.192214112,0.013189183,Rotifers
2723,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,ASCSP,MICRO,ROTIFER,715.3284672,5.463950657,20180802,Aug,7.153284672,Ascomorpha,0.715328467,0.005463951,Rotifers
NA,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,ASPSP,MICRO,ROTIFER,238.4428224,163.0325294,20180802,Aug,2.384428224,Asplanchna,0.238442822,0.163032529,Rotifers
NA,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,COOSP,MICRO,ROTIFER,18836.98297,118.9814973,20180802,Aug,188.3698297,Conochilus,18.83698297,0.118981497,Rotifers
NA,stn74_20180802_D_Limnos,8/2/2018,Summer,D,43.75,-76.518333,stn74,epi,DFO402-a,KELSP,MICRO,ROTIFER,4768.856448,40.14556924,20180802,Aug,47.68856448,Kellicottia,4.768856448,0.040145569,Rotifers
2731,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,BOSLONG,MACRO,BOSMINID,1080.966373,1463.15602,20180802,Aug,10.80966373,NA,1.080966373,1.46315602,Cladocerans
2732,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,CECPENG,MACRO,CERC,350.4407444,1231.793293,20180802,Aug,3.504407444,NA,0.350440744,1.231793293,Cladocerans
2733,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,CYCCOPE,MACRO,CYCLOPOID,117.9236043,70.79328285,20180802,Aug,1.179236043,NA,0.117923604,0.070793283,Cyclopoids
2734,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,DAPGALEM,MACRO,DAPHNID,1041.658505,4738.039472,20180802,Aug,10.41658505,NA,1.041658505,4.738039472,Cladocerans
2735,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,DAPRETR,MACRO,DAPHNID,255.5011427,584.6498076,20180802,Aug,2.555011427,NA,0.255501143,0.584649808,Cladocerans
2736,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,DIACOPE,MACRO,CALANOID,235.8472086,506.847395,20180802,Aug,2.358472086,NA,0.235847209,0.506847395,Calanoids
2737,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,DIYTHOM,MACRO,CYCLOPOID,1277.505713,4381.314691,20180802,Aug,12.77505713,NA,1.277505713,4.381314691,Cyclopoids
2738,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,EUBCORE,MACRO,BOSMINID,353.7708129,544.2017807,20180802,Aug,3.537708129,NA,0.353770813,0.544201781,Cladocerans
2739,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,HOLGIBB,MACRO,NDAP,943.3888345,1785.144826,20180802,Aug,9.433888345,NA,0.943388835,1.785144826,Cladocerans
2740,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,LETKIND,MACRO,NDAP,98.26967026,354.7925818,20180802,Aug,0.982696703,NA,0.09826967,0.354792582,Cladocerans
2741,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,POYPEDI,MACRO,NDAP,39.3078681,674.5630927,20180802,Aug,0.393078681,NA,0.039307868,0.674563093,Cladocerans
2742,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,wwc,DFO405-wz,SKIOREG,MACRO,CALANOID,78.61573621,526.6116764,20180802,Aug,0.786157362,NA,0.078615736,0.526611676,Calanoids
2746,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,DREPOLYV,MICRO,VELIGER,2247.191011,1528.716397,20180802,Aug,22.47191011,NA,2.247191011,1.528716397,Veligers
2749,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,PLOSP,MICRO,ROTIFER,3370.786517,250.5852753,20180802,Aug,33.70786517,Ploesoma,3.370786517,0.250585275,Rotifers
2747,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,GASSP,MICRO,ROTIFER,15730.33708,242.772836,20180802,Aug,157.3033708,Gastropus,15.73033708,0.242772836,Rotifers
2748,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,KERSP,MICRO,ROTIFER,44943.82022,139.1637888,20180802,Aug,449.4382022,Keratella,44.94382022,0.139163789,Rotifers
2745,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,COPNAUP,MICRO,pNAUPLII,561.7977528,80.25573263,20180802,Aug,5.617977528,NA,0.561797753,0.080255733,Nauplii
2750,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,SYNSP,MICRO,ROTIFER,3932.58427,68.35302809,20180802,Aug,39.3258427,Synchaeta,3.93258427,0.068353028,Rotifers
2744,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,COLSP,MICRO,ROTIFER,1685.393258,50.52286517,20180802,Aug,16.85393258,Collotheca,1.685393258,0.050522865,Rotifers
2743,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,ASCSP,MICRO,ROTIFER,2808.988764,29.83208764,20180802,Aug,28.08988764,Ascomorpha,2.808988764,0.029832088,Rotifers
NA,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,ASPSP,MICRO,ROTIFER,4494.382022,5778.052294,20180802,Aug,44.94382022,Asplanchna,4.494382022,5.778052294,Rotifers
NA,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,COOSP,MICRO,ROTIFER,47191.01124,480.8380288,20180802,Aug,471.9101124,Conochilus,47.19101124,0.480838029,Rotifers
NA,stn77_20180802_D_Limnos,8/2/2018,Summer,D,43.956667,-76.409167,stn77,epi,DFO406-a,KELSP,MICRO,ROTIFER,10112.35955,66.4046381,20180802,Aug,101.1235955,Kellicottia,10.11235955,0.066404638,Rotifers
2760,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,MYSRELI,MACRO,MYSID,0.077089115,75.57106844,20180809,Aug,7.71E-04,NA,7.71E-05,0.075571068,Mysis
2821,stn716_20180809_D_Limnos,8/9/2018,Summer,D,43.596667,-77.44,stn716,wwc,DFO430-wz,MYSRELI,MACRO,MYSID,3.119151591,1363.688122,20180809,Aug,0.031191516,NA,0.003119152,1.363688122,Mysis
2752,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,BYTLONG,MACRO,BYTH,0.539623805,67.51356217,20180809,Aug,0.005396238,NA,5.40E-04,0.067513562,Cladocerans
2751,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,BOSLONG,MACRO,BOSMINID,39.85507246,97.21617058,20180809,Aug,0.398550725,NA,0.039855072,0.097216171,Cladocerans
2753,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,CECPENG,MACRO,CERC,1.927227875,9.954566057,20180809,Aug,0.019272279,NA,0.001927228,0.009954566,Cladocerans
2754,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,CYCCOPE,MACRO,CYCLOPOID,9565.217391,8908.717094,20180809,Aug,95.65217391,NA,9.565217391,8.908717094,Cyclopoids
2755,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,DAPGALEM,MACRO,DAPHNID,159.4202899,902.4579638,20180809,Aug,1.594202899,NA,0.15942029,0.902457964,Cladocerans
2756,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,DAPRETR,MACRO,DAPHNID,159.4202899,504.4115968,20180809,Aug,1.594202899,NA,0.15942029,0.504411597,Cladocerans
2757,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,DIACOPE,MACRO,CALANOID,199.2753623,502.6675017,20180809,Aug,1.992753623,NA,0.199275362,0.502667502,Calanoids
2758,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,DIYTHOM,MACRO,CYCLOPOID,677.5362319,2649.020395,20180809,Aug,6.775362319,NA,0.677536232,2.649020395,Cyclopoids
2759,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,wwc,DFO419-wz,EPILACU,MACRO,CALANOID,79.71014493,1546.213303,20180809,Aug,0.797101449,NA,0.079710145,1.546213303,Calanoids
2763,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,COPNAUP,MICRO,pNAUPLII,4821.428571,445.1866005,20180809,Aug,48.21428571,NA,4.821428571,0.445186601,Nauplii
2766,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,PLOSP,MICRO,ROTIFER,6136.363636,97.95109968,20180809,Aug,61.36363636,Ploesoma,6.136363636,0.0979511,Rotifers
2767,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,POLSP,MICRO,ROTIFER,3506.493506,83.93999143,20180809,Aug,35.06493506,Polyarthra,3.506493506,0.083939991,Rotifers
2768,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,SYNSP,MICRO,ROTIFER,6136.363636,70.67603718,20180809,Aug,61.36363636,Synchaeta,6.136363636,0.070676037,Rotifers
2765,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,KERSP,MICRO,ROTIFER,19285.71429,64.74136975,20180809,Aug,192.8571429,Keratella,19.28571429,0.06474137,Rotifers
2764,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,GASSP,MICRO,ROTIFER,3068.181818,53.87072435,20180809,Aug,30.68181818,Gastropus,3.068181818,0.053870724,Rotifers
2762,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,COLSP,MICRO,ROTIFER,3068.181818,30.66833571,20180809,Aug,30.68181818,Collotheca,3.068181818,0.030668336,Rotifers
2761,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,ASCSP,MICRO,ROTIFER,438.3116883,3.707953831,20180809,Aug,4.383116883,Ascomorpha,0.438311688,0.003707954,Rotifers
NA,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,ASPSP,MICRO,ROTIFER,5259.74026,4231.714628,20180809,Aug,52.5974026,Asplanchna,5.25974026,4.231714628,Rotifers
NA,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,COOSP,MICRO,ROTIFER,54350.64935,546.282532,20180809,Aug,543.5064935,Conochilus,54.35064935,0.546282532,Rotifers
NA,stn42_20180809_D_Limnos,8/9/2018,Summer,D,43.84,-78.036667,stn42,epi,DFO420-a,KELSP,MICRO,ROTIFER,18847.4026,96.91119224,20180809,Aug,188.474026,Kellicottia,18.8474026,0.096911192,Rotifers
2769,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,wwc,DFO423-wz,BYTLONG,MACRO,BYTH,0.235194506,30.14136211,20180809,Aug,0.002351945,NA,2.35E-04,0.030141362,Cladocerans
2770,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,wwc,DFO423-wz,CECPENG,MACRO,CERC,0.047038901,0.272658439,20180809,Aug,4.70E-04,NA,4.70E-05,2.73E-04,Cladocerans
2771,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,wwc,DFO423-wz,CYCCOPE,MACRO,CYCLOPOID,13508.81979,6463.263205,20180809,Aug,135.0881979,NA,13.50881979,6.463263205,Cyclopoids
2772,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,wwc,DFO423-wz,DAPGALEM,MACRO,DAPHNID,1089.420951,3130.938763,20180809,Aug,10.89420951,NA,1.089420951,3.130938763,Cladocerans
2773,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,wwc,DFO423-wz,DAPRETR,MACRO,DAPHNID,72.62806341,146.4642513,20180809,Aug,0.726280634,NA,0.072628063,0.146464251,Cladocerans
2774,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,wwc,DFO423-wz,DIACOPE,MACRO,CALANOID,290.5122536,1290.094763,20180809,Aug,2.905122536,NA,0.290512254,1.290094763,Calanoids
2775,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,wwc,DFO423-wz,DIYTHOM,MACRO,CYCLOPOID,1452.561268,3322.791541,20180809,Aug,14.52561268,NA,1.452561268,3.322791541,Cyclopoids
2776,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,wwc,DFO423-wz,LEOMINU,MACRO,CALANOID,72.62806341,329.1330407,20180809,Aug,0.726280634,NA,0.072628063,0.329133041,Calanoids
2779,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,COPNAUP,MICRO,pNAUPLII,5697.435897,521.9306102,20180809,Aug,56.97435897,NA,5.697435897,0.52193061,Nauplii
2780,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,DREPOLYV,MICRO,VELIGER,517.9487179,505.1694537,20180809,Aug,5.179487179,NA,0.517948718,0.505169454,Veligers
2783,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,PLOSP,MICRO,ROTIFER,7510.25641,134.6861071,20180809,Aug,75.1025641,Ploesoma,7.51025641,0.134686107,Rotifers
2782,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,KERSP,MICRO,ROTIFER,20458.97436,56.90548125,20180809,Aug,204.5897436,Keratella,20.45897436,0.056905481,Rotifers
2778,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,COLSP,MICRO,ROTIFER,4143.589744,41.30262923,20180809,Aug,41.43589744,Collotheca,4.143589744,0.041302629,Rotifers
2785,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,SYNSP,MICRO,ROTIFER,2071.794872,37.669162,20180809,Aug,20.71794872,Synchaeta,2.071794872,0.037669162,Rotifers
2784,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,POLSP,MICRO,ROTIFER,776.9230769,20.83416025,20180809,Aug,7.769230769,Polyarthra,0.776923077,0.02083416,Rotifers
2781,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,GASSP,MICRO,ROTIFER,258.974359,9.875334564,20180809,Aug,2.58974359,Gastropus,0.258974359,0.009875335,Rotifers
2777,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,ASCSP,MICRO,ROTIFER,258.974359,4.484079908,20180809,Aug,2.58974359,Ascomorpha,0.258974359,0.00448408,Rotifers
NA,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,ASPSP,MICRO,ROTIFER,1294.871795,855.8537165,20180809,Aug,12.94871795,Asplanchna,1.294871795,0.855853717,Rotifers
NA,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,COOSP,MICRO,ROTIFER,10617.94872,85.58538741,20180809,Aug,106.1794872,Conochilus,10.61794872,0.085585387,Rotifers
NA,stn41_20180809_D_Limnos,8/9/2018,Summer,D,43.716667,-78.026667,stn41,epi,DFO424-a,KELSP,MICRO,ROTIFER,18905.12821,156.9571049,20180809,Aug,189.0512821,Kellicottia,18.90512821,0.156957105,Rotifers
