EventCodeKey,CollectionDate,Transect,Basin,DN,Lat,Long,SiteDepth,SAMPLENUM,EventCode,Station,Date,Mesh,Strata,Depth (m),SPECCODE,CountType,SUMGROUP,Density #m3,Biomass ug m3,Density_L,Biomass_L,Areal Density m2,Areal Biomass m2
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-wz,stn69_20180924_D_LG,69,9/24/2018,153,wwc,100,DIPSP,MACRO,NDAP,11.2043821,3.83687196,0.011204382,0.003836872,1120.43821,383.687196
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-wz,stn69_20180924_D_LG,69,9/24/2018,153,wwc,100,DIYTHOM,MACRO,CYCLOPOID,156.8613494,688.2391962,0.156861349,0.688239196,15686.13494,68823.91962
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-wz,stn69_20180924_D_LG,69,9/24/2018,153,wwc,100,EUBCORE,MACRO,BOSMINID,212.8832599,387.6413921,0.21288326,0.387641392,21288.32599,38764.13921
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-wz,stn69_20180924_D_LG,69,9/24/2018,153,wwc,100,HOLGIBB,MACRO,NDAP,67.22629261,190.5316423,0.067226293,0.190531642,6722.629261,19053.16423
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-wz,stn69_20180924_D_LG,69,9/24/2018,153,wwc,100,LEOSICI,MACRO,CALANOID,100.8394389,1449.638568,0.100839439,1.449638568,10083.94389,144963.8568
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-wz,stn69_20180924_D_LG,69,9/24/2018,153,wwc,100,LETKIND,MACRO,NDAP,22.4087642,213.636793,0.022408764,0.213636793,2240.87642,21363.6793
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-wz,stn69_20180924_D_LG,69,9/24/2018,153,wwc,100,LIMMACR,MACRO,LIMNO,22.4087642,1415.348156,0.022408764,1.415348156,2240.87642,141534.8156
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-wz,stn69_20180924_D_LG,69,9/24/2018,153,wwc,100,MESEDAX,MACRO,CYCLOPOID,11.2043821,31.49230854,0.011204382,0.031492309,1120.43821,3149.230854
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-wz,stn69_20180924_D_LG,69,9/24/2018,153,wwc,100,SKIOREG,MACRO,CALANOID,56.02191051,436.5949992,0.056021911,0.436594999,5602.191051,43659.49992
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,BOSLONG,MACRO,BOSMINID,107.1078745,136.9885368,0.107107875,0.136988537,10710.78745,13698.85368
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,BYTLONG,MACRO,BYTH,0.170350496,32.54672335,0.00017035,0.032546723,17.03504961,3254.672335
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,CECPENG,MACRO,CERC,21.29381202,101.1778766,0.021293812,0.101177877,2129.381202,10117.78766
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,CYCCOPE,MACRO,CYCLOPOID,1028.235595,1885.228983,1.028235595,1.885228983,102823.5595,188522.8983
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,DAPGALEM,MACRO,DAPHNID,342.7451982,1479.673089,0.342745198,1.479673089,34274.51982,147967.3089
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,DAPRETR,MACRO,DAPHNID,85.68629956,235.7121698,0.0856863,0.23571217,8568.629956,23571.21698
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,DIACOPE,MACRO,CALANOID,64.26472467,223.9734861,0.064264725,0.223973486,6426.472467,22397.34861
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,DIYTHOM,MACRO,CYCLOPOID,921.1277203,4099.118913,0.92112772,4.099118913,92112.77203,409911.8913
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,EPILACU,MACRO,CALANOID,21.42157489,434.4292213,0.021421575,0.434429221,2142.157489,43442.92213
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,EUBCORE,MACRO,BOSMINID,85.68629956,209.9805036,0.0856863,0.209980504,8568.629956,20998.05036
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,HOLGIBB,MACRO,NDAP,1563.774967,2313.368289,1.563774967,2.313368289,156377.4967,231336.8289
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,LEOSICI,MACRO,CALANOID,64.26472467,830.0075174,0.064264725,0.830007517,6426.472467,83000.75174
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,LETKIND,MACRO,NDAP,21.42157489,43.18119395,0.021421575,0.043181194,2142.157489,4318.119395
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,LIMMACR,MACRO,LIMNO,107.1078745,6157.187278,0.107107875,6.157187278,10710.78745,615718.7278
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,POYPEDI,MACRO,NDAP,21.42157489,479.0231489,0.021421575,0.479023149,2142.157489,47902.31489
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO397-wz,stn69_20180802_D_Limnos,69,8/2/2018,153,wwc,100,SKIOREG,MACRO,CALANOID,21.42157489,166.6335695,0.021421575,0.16663357,2142.157489,16663.35695
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,BOSLONG,MACRO,BOSMINID,8.389119492,36.77807502,0.008389119,0.036778075,167.7823898,735.5615003
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,CYCCOPE,MACRO,CYCLOPOID,58.72383644,130.9126723,0.058723836,0.130912672,1174.476729,2618.253445
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,DIACOPE,MACRO,CALANOID,243.2844653,409.7204101,0.243284465,0.40972041,4865.689305,8194.408202
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,DIYTHOM,MACRO,CYCLOPOID,1468.095911,5531.834159,1.468095911,5.531834159,29361.91822,110636.6832
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,LEOMINU,MACRO,CALANOID,41.94559746,174.6502618,0.041945597,0.174650262,838.9119492,3493.005235
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,LEOSICI,MACRO,CALANOID,75.50207543,705.7633302,0.075502075,0.70576333,1510.041509,14115.2666
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,LIMCOPE,MACRO,LIMNO,142.6150314,2334.396696,0.142615031,2.334396696,2852.300627,46687.93391
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,SKIOREG,MACRO,CALANOID,184.5606288,1609.693985,0.184560629,1.609693985,3691.212577,32193.8797
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,COPNAUP,MICRO,pNAUPLII,4533.937762,379.3914777,4.533937762,0.379391478,90678.75524,7587.829554
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,DREPOLYV,MICRO,VELIGER,1039.48817,146.7245382,1.03948817,0.146724538,20789.7634,2934.490765
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,KERSP,MICRO,ROTIFER,66.35030871,0.132753344,0.066350309,0.000132753,1327.006174,2.655066876
stn69_20180523_D_LG,5/23/2018,5,E,D,43.60028333,-76.70981667,191.3,8027-a,stn69_20180523_D_LG,69,5/23/2018,64,epi,20,SYNSP,MICRO,ROTIFER,1105.838479,22.61266625,1.105838479,0.022612666,22116.76957,452.253325
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,CYCCOPE,MACRO,CYCLOPOID,56.79287857,69.7364727,0.056792879,0.069736473,1135.857571,1394.729454
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,DIACOPE,MACRO,CALANOID,141.9821964,188.637585,0.141982196,0.188637585,2839.643929,3772.7517
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,DIYTHOM,MACRO,CYCLOPOID,2172.327605,12500.72071,2.172327605,12.50072071,43446.55211,250014.4142
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,LEOMINU,MACRO,CALANOID,28.39643929,137.4824255,0.028396439,0.137482426,567.9287857,2749.64851
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,LEOSICI,MACRO,CALANOID,99.3875375,1129.717995,0.099387538,1.129717995,1987.75075,22594.3599
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,LIMCOPE,MACRO,LIMNO,113.5857571,1695.176912,0.113585757,1.695176912,2271.715143,33903.53823
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,LIMMACR,MACRO,LIMNO,14.19821964,1035.788878,0.01419822,1.035788878,283.9643929,20715.77755
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,MYSRELI,MACRO,MYSID,0.681514543,41.81598291,0.000681515,0.041815983,13.63029086,836.3196583
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,SKIOREG,MACRO,CALANOID,354.9554911,3563.997282,0.354955491,3.563997282,7099.109822,71279.94565
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,COPNAUP,MICRO,pNAUPLII,5337.962657,446.6635339,5.337962657,0.446663534,106759.2531,8933.270677
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,DREPOLYV,MICRO,VELIGER,398.6860076,58.75485251,0.398686008,0.058754853,7973.720152,1175.09705
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,KERSP,MICRO,ROTIFER,22.14922264,0.044298445,0.022149223,4.42984E-05,442.9844529,0.885968906
stn69_20180523_N_LG,5/23/2018,5,E,N,43.59818333,-76.710135,191.3,8033-a,stn69_20180523_N_LG,69,5/23/2018,64,epi,20,SYNSP,MICRO,ROTIFER,553.7305661,23.88852542,0.553730566,0.023888525,11074.61132,477.7705084
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,BOSLONG,MACRO,BOSMINID,99.96398522,138.1092249,0.099963985,0.138109225,1999.279704,2762.184498
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,CECPENG,MACRO,CERC,0.266926529,1.586705725,0.000266927,0.001586706,5.338530586,31.73411451
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,CYCCOPE,MACRO,CYCLOPOID,13695.06598,11478.36932,13.69506598,11.47836932,273901.3195,229567.3863
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,DIACOPE,MACRO,CALANOID,1099.603837,2819.236424,1.099603837,2.819236424,21992.07675,56384.72849
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,DIYTHOM,MACRO,CYCLOPOID,5897.875128,32410.89089,5.897875128,32.41089089,117957.5026,648217.8178
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,LIMMACR,MACRO,LIMNO,99.96398522,5922.204903,0.099963985,5.922204903,1999.279704,118444.0981
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,SKIOREG,MACRO,CALANOID,99.96398522,1165.280502,0.099963985,1.165280502,1999.279704,23305.61004
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,COPNAUP,MICRO,pNAUPLII,50856.97777,6445.099163,50.85697777,6.445099163,1017139.555,128901.9833
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,DREPOLYV,MICRO,VELIGER,1222.523504,348.6531328,1.222523504,0.348653133,24450.47008,6973.062656
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,KERSP,MICRO,ROTIFER,1711.532906,5.257426143,1.711532906,0.005257426,34230.65812,105.1485229
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,POLSP,MICRO,ROTIFER,3667.570513,131.8172003,3.667570513,0.1318172,73351.41025,2636.344006
stn69_20180621_D_LG,6/21/2018,5,E,D,43.59906833,-76.710005,192.1,8067-a,stn69_20180621_D_LG,69,6/21/2018,64,epi,20,SYNSP,MICRO,ROTIFER,13936.76795,595.3177534,13.93676795,0.595317753,278735.359,11906.35507
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,BOSLONG,MACRO,BOSMINID,70.44256212,99.23286451,0.070442562,0.099232865,1408.851242,1984.65729
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,BYTLONG,MACRO,BYTH,0.781248378,35.4081168,0.000781248,0.035408117,15.62496757,708.162336
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,CECPENG,MACRO,CERC,1.953120946,17.1608883,0.001953121,0.017160888,39.06241892,343.2177659
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,CYCCOPE,MACRO,CYCLOPOID,13172.75912,11719.79628,13.17275912,11.71979628,263455.1823,234395.9257
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,DAPGALEM,MACRO,DAPHNID,70.44256212,277.0170805,0.070442562,0.277017081,1408.851242,5540.34161
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,DIACOPE,MACRO,CALANOID,986.1958697,2557.578196,0.98619587,2.557578196,19723.91739,51151.56392
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,DIYTHOM,MACRO,CYCLOPOID,2606.374798,14936.86562,2.606374798,14.93686562,52127.49597,298737.3124
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,HOLGIBB,MACRO,NDAP,70.44256212,257.6296506,0.070442562,0.257629651,1408.851242,5152.593013
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,LEOMINU,MACRO,CALANOID,70.44256212,314.9844479,0.070442562,0.314984448,1408.851242,6299.688959
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,LEOSICI,MACRO,CALANOID,70.44256212,636.3069511,0.070442562,0.636306951,1408.851242,12726.13902
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,LIMCOPE,MACRO,LIMNO,70.44256212,1226.363254,0.070442562,1.226363254,1408.851242,24527.26507
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,LIMMACR,MACRO,LIMNO,211.3276864,14455.95287,0.211327686,14.45595287,4226.553727,289119.0575
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,COPNAUP,MICRO,pNAUPLII,57097.14711,8298.508308,57.09714711,8.298508308,1141942.942,165970.1662
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,DREPOLYV,MICRO,VELIGER,1532.809318,246.2672888,1.532809318,0.246267289,30656.18637,4925.345776
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,KERSP,MICRO,ROTIFER,2299.213978,6.197885356,2.299213978,0.006197885,45984.27955,123.9577071
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,POLSP,MICRO,ROTIFER,8813.653581,190.3295152,8.813653581,0.190329515,176273.0716,3806.590305
stn69_20180621_N_LG,6/21/2018,5,E,D,43.59906833,-76.710005,187.8,8073-a,stn69_20180621_N_LG,69,6/21/2018,64,epi,20,SYNSP,MICRO,ROTIFER,27590.56773,974.2921714,27.59056773,0.974292171,551811.3546,19485.84343
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,BOSLONG,MACRO,BOSMINID,477.9740346,536.8797937,0.477974035,0.536879794,9559.480691,10737.59587
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,BYTLONG,MACRO,BYTH,2.896812331,309.0742022,0.002896812,0.309074202,57.93624661,6181.484045
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,CECPENG,MACRO,CERC,34.39964643,207.2512916,0.034399646,0.207251292,687.9929285,4145.025832
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,CYCCOPE,MACRO,CYCLOPOID,8762.8573,7134.671771,8.7628573,7.134671771,175257.146,142693.4354
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,DAPGALEM,MACRO,DAPHNID,159.3246782,660.8175673,0.159324678,0.660817567,3186.493564,13216.35135
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,DAPRETR,MACRO,DAPHNID,398.3116955,1271.894869,0.398311696,1.271894869,7966.233909,25437.89738
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,DAPSP,MACRO,DAPHNID,637.2987128,444.1972028,0.637298713,0.444197203,12745.97426,8883.944056
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,DIACOPE,MACRO,CALANOID,955.9480691,2933.184721,0.955948069,2.933184721,19118.96138,58663.69442
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,DIYTHOM,MACRO,CYCLOPOID,3584.805259,11675.24734,3.584805259,11.67524734,71696.10519,233504.9467
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,EPICOPE,MACRO,CALANOID,159.3246782,385.4338362,0.159324678,0.385433836,3186.493564,7708.676724
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,EPILACU,MACRO,CALANOID,79.66233909,856.3940104,0.079662339,0.85639401,1593.246782,17127.88021
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,EUBCORE,MACRO,BOSMINID,2150.883156,3121.164355,2.150883156,3.121164355,43017.66311,62423.2871
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,HOLGIBB,MACRO,NDAP,238.9870173,779.5938918,0.238987017,0.779593892,4779.740346,15591.87784
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,LEOMINU,MACRO,CALANOID,159.3246782,606.3680761,0.159324678,0.606368076,3186.493564,12127.36152
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,LEOSICI,MACRO,CALANOID,238.9870173,2648.121886,0.238987017,2.648121886,4779.740346,52962.43772
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,SKIOREG,MACRO,CALANOID,716.9610519,5132.989132,0.716961052,5.132989132,14339.22104,102659.7826
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,COLSP,MICRO,ROTIFER,2205.198387,43.5533738,2.205198387,0.043553374,44103.96774,871.067476
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,COPNAUP,MICRO,pNAUPLII,44103.96774,5755.73516,44.10396774,5.75573516,882079.3547,115114.7032
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,DREPOLYV,MICRO,VELIGER,12496.12419,5536.630046,12.49612419,5.536630046,249922.4838,110732.6009
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,GASSP,MICRO,ROTIFER,735.0661289,31.55916746,0.735066129,0.031559167,14701.32258,631.1833493
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,KERSP,MICRO,ROTIFER,52924.76128,74.72622756,52.92476128,0.074726228,1058495.226,1494.524551
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,PLOSP,MICRO,ROTIFER,1470.132258,40.97476182,1.470132258,0.040974762,29402.64516,819.4952364
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,POLSP,MICRO,ROTIFER,41163.70322,2142.138336,41.16370322,2.142138336,823274.0644,42842.76672
stn69_20180924_D_LG,9/24/2018,5,E,D,43.6053,-76.7147,183,8317-a,stn69_20180924_D_LG,69,9/24/2018,64,epi,20,SYNSP,MICRO,ROTIFER,6615.59516,153.0498259,6.61559516,0.153049826,132311.9032,3060.996518
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO398-a,stn69_20180802_D_Limnos,69,8/2/2018,64,epi,12,ASCSP,MICRO,ROTIFER,9966.101695,110.0837475,9.966101695,0.110083748,119593.2203,1321.00497
stn69_20180802_D_Limnos,8/2/2018,5,E,D,43.6078,-76.7142,182.4,DFO398-a,stn69_20180802_D_Limnos,69,8/2/2018,64,epi,12,COLSP,MICRO,ROTIFER,4567.79661,85.10993542,4.56779661,0.085109935,54813.55932,1021.319225
