Season,Mesh,Lake,Station,SPECCODE,Species,Year,Density_m3,Biomass ug_m3
Summer,153,Erie,ER91M,DIPFLUV,Diaphanosoma fluviatile,2017,0,0
Summer,153,Erie,ER92,DIPFLUV,Diaphanosoma fluviatile,2017,0,0
Summer,153,Erie,ER58,DIPFLUV,Diaphanosoma fluviatile,2018,617.33,738.5
Summer,153,Erie,ER59,DIPFLUV,Diaphanosoma fluviatile,2018,1871.19,4113.73
Summer,153,Erie,ER60,DIPFLUV,Diaphanosoma fluviatile,2018,192.12,439.82
Summer,153,Erie,ER61,DIPFLUV,Diaphanosoma fluviatile,2018,30.77,49.9
Summer,153,Erie,ER91M,DIPFLUV,Diaphanosoma fluviatile,2018,458.74,765.65
Summer,153,Erie,ER92,DIPFLUV,Diaphanosoma fluviatile,2018,56.2,125.18
Summer,153,Erie,ER58,DIPFLUV,Diaphanosoma fluviatile,2019,330.2424756,637.4744658
Summer,153,Erie,ER59,DIPFLUV,Diaphanosoma fluviatile,2019,0,0
Summer,153,Erie,ER60,DIPFLUV,Diaphanosoma fluviatile,2019,0,0
Summer,153,Erie,ER61,DIPFLUV,Diaphanosoma fluviatile,2019,45.65116575,123.3896353
Summer,153,Erie,ER91M,DIPFLUV,Diaphanosoma fluviatile,2019,0,0
Summer,153,Erie,ER92,DIPFLUV,Diaphanosoma fluviatile,2019,17.25147261,36.18750707
