EventCodeKey,SAMPLENUM,Station,Date,CollectionDateString,RotiferSamples_SiteDepth,LatitudeDD,LongitudeDD,Mesh,Strata,Bot Z,Top Z,pNAUPLII,ROTIFER,VELIGER,SampleDepthCode,Depth,Temperature_C,ChlA_ugL,SampleChlA_SiteDepth
stn34_20180619_D_LG,8044-b,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,meta,50,20,15.5,0,73.2,UDCL,15,6.9,2.731697074,137.5
stn34_20180619_D_LG,8044-c,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,hypo,100,50,44.1,0.5,51.4,UDCL,15,6.9,2.731697074,137.5
stn34_20180619_D_LG,8044-a,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,epi,20,0,1959.7,108.4,770.2,UDCL,15,6.9,2.731697074,137.5
stn25_20180814_N_LG,18GO56I34,stn25,2018-08-14,20180814,140,43.51758667,-79.08051833,64,epi,20,0,2730.14,4031.44,22197.11,MEP,5,24.3,2.704,140
stn42_20180620_D_LG,8053-a,stn42,2018-06-20,20180620,66.45,43.83906667,-78.03611667,64,epi,20,0,490.4,766.5,8683.9,PEAK1,11.2,5.5,2.619514001,66.45
stn34_20180727_D_LEII,8159-c,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,hypo,100,50,722.6,89.2,567.6,LEP,8,17.8,2.608,140
stn34_20180727_D_LEII,8159-b,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,meta,50,20,1510,507.6,3351,LEP,8,17.8,2.608,140
stn34_20180727_D_LEII,8159-a,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,epi,20,0,1889.5,1151.4,18810.1,LEP,8,17.8,2.608,140
stn25_20180814_N_LG,18GO56I34,stn25,2018-08-14,20180814,140,43.51758667,-79.08051833,64,epi,20,0,2730.14,4031.44,22197.11,SRF,2,24.3,2.608,140
stn41_20180927_D_LG,8304-a,stn41,2018-09-27,20180927,126.5,43.7167,-78.0269,64,epi,20,0,2364.8,10800.3,4681.4,MEP,5,18.4,2.597879148,126.5
stn41_20180927_D_LG,8304-a,stn41,2018-09-27,20180927,126.5,43.7167,-78.0269,64,epi,20,0,2364.8,10800.3,4681.4,SRF,2.1,18.5,2.591240218,126.5
stn715_20180621_D_LG,8066-b,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,meta,50,20,212.3,65.3,231.7,LEP,8.1,14.4,2.581525745,149.3
stn715_20180621_D_LG,8066-a,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,epi,20,0,5496.5,2923.6,3180.6,LEP,8.1,14.4,2.581525745,149.3
stn715_20180621_D_LG,8066-c,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,hypo,100,50,10,2.3,19.9,LEP,8.1,14.4,2.581525745,149.3
stn70_1970_20180802_D_Limnos,DFO394-a,stn70,2018-08-02,20180802,166.7,43.65,-77.3,64,epi,7,0,2178,1239.6,4059.2,Fixed Depth,20,NA,2.564626,166.7
stn69_20180621_N_LG,8073-a,stn69,2018-06-21,20180621,187.8,43.59906833,-76.710005,64,epi,20,0,8298.5,1170.8,246.3,SRF,2,14.8,2.558109199,187.8
stn69_20180621_N_LG,8073-b,stn69,2018-06-21,20180621,187.8,43.59906833,-76.710005,64,meta,50,20,9.2,0.3,8.5,SRF,2,14.8,2.558109199,187.8
stn69_20180621_N_LG,8073-c,stn69,2018-06-21,20180621,187.8,43.59906833,-76.710005,64,hypo,100,50,10,0.4,1.6,SRF,2,14.8,2.558109199,187.8
stn715_20180621_D_LG,8066-c,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,hypo,100,50,10,2.3,19.9,DCL,18,9,2.544534389,149.3
stn715_20180621_D_LG,8066-b,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,meta,50,20,212.3,65.3,231.7,DCL,18,9,2.544534389,149.3
stn715_20180621_D_LG,8066-a,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,epi,20,0,5496.5,2923.6,3180.6,DCL,18,9,2.544534389,149.3
stn60_20180815_D_LG,18GO55I74,stn60,2018-08-15,20180815,156,43.579985,-77.199715,64,epi,20,0,5853.91,13327.8,13376.78,MEP,5,24.6,2.536,156
stn33_20180801_N_LEII,8164-c,stn33,2018-08-01,20180801,141.6,43.59716667,-78.81533333,64,hypo,100,50,99.5,23.7,247.4,LEP,7,15.7,2.524,141.6
stn33_20180801_N_LEII,8164-b,stn33,2018-08-01,20180801,141.6,43.59716667,-78.81533333,64,meta,50,20,1096.7,94,963.9,LEP,7,15.7,2.524,141.6
stn33_20180801_N_LEII,8164-a,stn33,2018-08-01,20180801,141.6,43.59716667,-78.81533333,64,epi,20,0,2172.3,1106.8,7985.6,LEP,7,15.7,2.524,141.6
stn18_20180524_D_LJ,DFO291-a,stn18,2018-05-24,20180524,87.7,43.303333,-79.278333,64,epi,20,0,2642.6,837.9,2057,NA,20,NA,2.5,87.7
stn33_20180801_N_LEII,8164-a,stn33,2018-08-01,20180801,141.6,43.59716667,-78.81533333,64,epi,20,0,2172.3,1106.8,7985.6,MEP,5,17.9,2.496,141.6
stn33_20180801_N_LEII,8164-c,stn33,2018-08-01,20180801,141.6,43.59716667,-78.81533333,64,hypo,100,50,99.5,23.7,247.4,MEP,5,17.9,2.496,141.6
stn33_20180801_N_LEII,8164-b,stn33,2018-08-01,20180801,141.6,43.59716667,-78.81533333,64,meta,50,20,1096.7,94,963.9,MEP,5,17.9,2.496,141.6
stn19_20180725_D_LEII,8169-a,stn19,2018-07-25,20180725,105,43.38316667,-79.28516667,64,epi,20,0,978.7,1530.1,15286.1,LDCL,30,5.6,2.48,105
stn12_20180725_D_LEII,8170-a,stn12,2018-07-25,20180725,108,43.50366667,-79.35466667,64,epi,20,0,1995.9,1892.3,120.2,LDCL,30,4.6,2.46,108
stn42_20180620_D_LG,8053-a,stn42,2018-06-20,20180620,66.45,43.83906667,-78.03611667,64,epi,20,0,490.4,766.5,8683.9,LEP,5,12.9,2.458822194,66.45
stn716_20180622_D_LG,8060-a,stn716,2018-06-22,20180622,147.5,43.443,-77.43803333,64,epi,20,0,10905.8,856.7,217.6,SRF,2,14.7,2.456425392,147.5
stn58_20180620_D_LG,8062-a,stn58,2018-06-20,20180620,87.1,43.32793333,-77.4379,64,epi,20,0,9246.5,5152.3,1983.5,DCL,20,11.4,2.441747629,87.1
stn27_20180521_D_LG,8002-a,stn27,2018-05-21,20180521,101.3,43.68651833,-78.82731167,64,epi,20,0,275.9,404.9,88.3,10,10,4.2,2.44,101.3
stn33_20180618_N_LG,8049-c,stn33,2018-06-18,20180618,135.8,43.5959,-78.81518333,64,hypo,100,50,42.8,0.3,30.7,LDCL,23,4.6,2.429572722,135.8
stn33_20180618_N_LG,8049-b,stn33,2018-06-18,20180618,135.8,43.5959,-78.81518333,64,meta,50,20,16.1,0.1,36.1,LDCL,23,4.6,2.429572722,135.8
stn33_20180618_N_LG,8049-a,stn33,2018-06-18,20180618,135.8,43.5959,-78.81518333,64,epi,20,0,4213.8,105.3,1831.2,LDCL,23,4.6,2.429572722,135.8
stn34_20180521_N_LG,8010-c,stn34,2018-05-21,20180521,135.3,43.460835,-78.75971667,64,hypo,100,50,71.8,1.5,12,MEP,10.1,7.1,2.424,135.3
stn34_20180521_N_LG,8010-b,stn34,2018-05-21,20180521,135.3,43.460835,-78.75971667,64,meta,50,20,129.8,1.9,18,MEP,10.1,7.1,2.424,135.3
stn34_20180521_N_LG,8010-a,stn34,2018-05-21,20180521,135.3,43.460835,-78.75971667,64,epi,20,0,4253.7,492.8,1306,MEP,10.1,7.1,2.424,135.3
stn69_20180802_D_Limnos,DFO398-a,stn69,2018-08-02,20180802,182.4,43.6078,-76.7142,64,epi,12,0,143,564.6,0,DCM,22,NA,2.417968,182.4
stn70_20180523_D_LG,8028-a,stn70,2018-05-23,20180523,163.8,44.54013333,-76.611315,64,epi,20,0,816.2,70.1,113.4,SRF ,2,3.9,2.404798695,163.8
stn12_20180813_N_LG,18GO56I14,stn12,2018-08-13,20180813,106,43.503185,-79.35308333,64,epi,20,0,2542.8,3606.25,7433.4,SRF,2,24.2,2.404,106
stn42_20180522_D_LG,8013-a,stn42,2018-05-22,20180522,66.4,43.83976667,-78.0366,64,epi,20,0,179.5,435.4,37.3,10,10,4.5,2.396,66.4
stn18_20180725_D_LEII,8168-a,stn18,2018-07-25,20180725,85,43.303,-79.27816667,64,epi,20,0,222,10.6,5153.6,LEP,18,20,2.392,85
stn60_20180815_D_LG,18GO55I74,stn60,2018-08-15,20180815,156,43.579985,-77.199715,64,epi,20,0,5853.91,13327.8,13376.78,SRF,2,24.6,2.384,156
stn41_20180927_D_LG,8304-a,stn41,2018-09-27,20180927,126.5,43.7167,-78.0269,64,epi,20,0,2364.8,10800.3,4681.4,LEP,8,18.4,2.377564234,126.5
stn33_20180726_D_LEII,8158-b,stn33,2018-07-26,20180726,145,43.596,-78.81633333,64,meta,50,20,115.2,14.8,64.6,DCL,15,6.5,2.376,145
stn33_20180726_D_LEII,8158-c,stn33,2018-07-26,20180726,145,43.596,-78.81633333,64,hypo,100,50,34.3,2.5,112.5,DCL,15,6.5,2.376,145
stn33_20180726_D_LEII,8158-a,stn33,2018-07-26,20180726,145,43.596,-78.81633333,64,epi,20,0,1010.7,641.8,576.1,DCL,15,6.5,2.376,145
stn12_20181003_D_Cisco,DFO346-a,stn12,2018-10-03,20181003,107.2,43.503333,-79.353333,64,epi,33,0,753.5,378.8,8586.5,Fixed Depth,20,NA,2.373681,107.2
stn39_20180927_D_LG,8306-a,stn39,2018-09-27,20180927,152.7,43.4861,-78.0003,64,epi,20,0,293.4,2059.9,8371.3,SRF,1.9,17.8,2.351305462,152.7
stn40_20180927_D_LG,8305-a,stn40,2018-09-27,20180927,191,43.5903,-78.0117,64,epi,20,0,6650.2,1418.2,3846,2,2,17.5,2.350690353,191
stn12_20180813_N_LG,18GO56I14,stn12,2018-08-13,20180813,106,43.503185,-79.35308333,64,epi,20,0,2542.8,3606.25,7433.4,MEP,5,24.1,2.344,106
stn18_20180524_D_LJ,DFO291-a,stn18,2018-05-24,20180524,87.7,43.303333,-79.278333,64,epi,20,0,2642.6,837.9,2057,Fixed Depth,20,NA,2.343487,87.7
stn28_20180726_D_LEII,8156-a,stn28,2018-07-26,20180726,62,43.77416667,-78.85466667,64,epi,20,0,1479.5,1783,768.1,LEP,12,19.9,2.34,62
stn9_20181003_D_Cisco,DFO342-a,stn9,2018-10-03,20181003,70.7,43.586667,-79.395,64,epi,36,0,3247.2,469.4,18503.9,Fixed Depth,20,NA,2.328537,70.7
stn27_20180521_D_LG,8002-a,stn27,2018-05-21,20180521,101.3,43.68651833,-78.82731167,64,epi,20,0,275.9,404.9,88.3,20,20,4.1,2.328,101.3
stn39_20180522_D_LG,8016-a,stn39,2018-05-22,20180522,153,43.48628333,-78.0005,64,epi,20,0,1558.5,529.9,261.6,LEP,20,4.4,2.328,153
stn28_20180521_D_LG,8001-a,stn28,2018-05-21,20180521,61.7,43.77628333,-78.86028667,64,epi,20,0,478.2,529.9,91.5,20,20,4.7,2.328,61.7
stn41_20180814_D_LG,18GO56I74,stn41,2018-08-14,20180814,132,43.71650333,-78.027165,64,epi,20,0,4440,13016.3,4681.45,MEP,5,24.1,2.328,132
stn55_20180815_D_LG,18GO55I54,stn55,2018-08-15,20180815,198,43.44361667,-77.438335,64,epi,20,0,1793.57,6498.99,2026.76,MEP,6,24.5,2.304,198
stn62_20180621_D_LG,8064-a,stn62,2018-06-21,20180621,46.5,43.82815,-76.99186667,64,epi,20,0,11993.4,2333.3,560.9,DCL,15,10.7,2.284364683,46.5
stn55_20180815_D_LG,18GO55I54,stn55,2018-08-15,20180815,198,43.44361667,-77.438335,64,epi,20,0,1793.57,6498.99,2026.76,SRF,2,24.5,2.28,198
stn70_20180621_D_LG,8068-a,stn70,2018-06-21,20180621,166.5,43.54175167,-76.62152,64,epi,20,0,15245.4,348.6,162.1,SRF,2,12.8,2.272635199,166.5
stn55_20180620_D_LG,8061-a,stn55,2018-06-20,20180620,190.4,43.443,-77.43803333,64,epi,20,0,14074.9,104.7,44.5,SRF,2,11.6,2.251997247,190.4
stn70_20180523_D_LG,8028-a,stn70,2018-05-23,20180523,163.8,44.54013333,-76.611315,64,epi,20,0,816.2,70.1,113.4,MEP,10,3.9,2.244106889,163.8
stn42_20180809_D_Limnos,DFO420-a,stn42,2018-08-09,20180809,66.5,43.84,-78.036667,64,epi,9,0,445.2,405.6,0,Fixed Depth,20,NA,2.236729,66.5
stn9_20180725_D_LEII,8171-a,stn9,2018-07-25,20180725,60,43.587,-79.395,64,epi,20,0,133.1,1048.5,4545.9,MEP,8,20.5,2.236,60
stn39_20180927_D_LG,8306-a,stn39,2018-09-27,20180927,152.7,43.4861,-78.0003,64,epi,20,0,293.4,2059.9,8371.3,MEP,7,17.8,2.232122878,152.7
stn27_20180726_D_LEII,8157-a,stn27,2018-07-26,20180726,102,43.69,-78.8305,64,epi,20,0,5005,951.5,0,DCL,20,6.4,2.232,102
stn12_20180725_D_LEII,8170-a,stn12,2018-07-25,20180725,108,43.50366667,-79.35466667,64,epi,20,0,1995.9,1892.3,120.2,MEP,8,NA,2.208,108
stn717_20180524_D_LG,8023-a,stn717,2018-05-24,20180524,34.8,43.30005,-77.43926667,64,epi,20,0,293.2,51.3,35,LEP,10,7.3,2.201537135,34.8
stn63_20180815_N_LG,18GO55I94,stn63,2018-08-15,20180815,89,43.73126667,-77.017835,64,epi,20,0,10358.35,8547.67,219.96,MEP,5.5,24.2,2.196,89
stn70_20180924_D_LG,8318-a,stn70,2018-09-24,20180924,165.7,43.5415,-76.617667,64,epi,20,0,639.4,2466.9,8067.5,LEP,9,18.4,2.190698498,165.7
stn34_20180926_N_LG,8300-c,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,hypo,100,50,479,24.9,167.1,SRF,2,19.3,2.184950415,136.3
stn34_20180926_N_LG,8300-b,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,meta,67,20,2061.6,286.9,13111.5,SRF,2,19.3,2.184950415,136.3
stn34_20180926_N_LG,8300-a,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,epi,20,0,501.4,996.4,5002.4,SRF,2,19.3,2.184950415,136.3
stn70_20180924_D_LG,8318-a,stn70,2018-09-24,20180924,165.7,43.5415,-76.617667,64,epi,20,0,639.4,2466.9,8067.5,DCL,15,16.8,2.179987125,165.7
stn41_20180620_D_LG,8054-a,stn41,2018-06-20,20180620,127.7,43.715785,-78.02808833,64,epi,20,0,7790.5,1659.8,6230.5,LDCL,22,5.2,2.156888739,127.7
stn29_20180726_D_LEII,8155-a,stn29,2018-07-26,20180726,30,43.81766667,-78.86966667,64,epi,30,0,915.5,971,2202.3,MEP,10,20.5,2.156,30
stn27_20180521_D_LG,8002-a,stn27,2018-05-21,20180521,101.3,43.68651833,-78.82731167,64,epi,20,0,275.9,404.9,88.3,MID,50.7,3.9,2.144,101.3
stn717_20180620_D_LG,8063-a,stn717,2018-06-20,20180620,34,43.30003333,-77.43335,64,epi,20,0,3693.5,437.6,3221.9,10,10,15,2.135911416,34
stn63_20180621_D_LG,8065-a,stn63,2018-06-21,20180621,85.2,43.73246667,-77.01631667,64,epi,20,0,890.2,3144.3,5406.6,LEP,9,14,2.126281786,85.2
stn715_20180621_D_LG,8066-b,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,meta,50,20,212.3,65.3,231.7,MEP,5,14.8,2.123842562,149.3
stn715_20180621_D_LG,8066-a,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,epi,20,0,5496.5,2923.6,3180.6,MEP,5,14.8,2.123842562,149.3
stn715_20180621_D_LG,8066-c,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,hypo,100,50,10,2.3,19.9,MEP,5,14.8,2.123842562,149.3
stn49_20180622_D_LG,8059-a,stn49,2018-06-22,20180622,46.9,43.77098333,-77.42478333,64,epi,20,0,521,10091,5359.1,UDCL,15,9.4,2.1231214,46.9
stn33_20180619_D_LG,8043-a,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,epi,20,0,3772.2,421,1494.5,DCL,23,5.7,2.116355206,135.7
stn33_20180619_D_LG,8043-b,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,meta,50,20,5.8,0.9,12.1,DCL,23,5.7,2.116355206,135.7
stn33_20180619_D_LG,8043-c,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,hypo,100,50,2.8,0.3,7,DCL,23,5.7,2.116355206,135.7
stn34_20180926_N_LG,8300-c,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,hypo,100,50,479,24.9,167.1,LEP,15.1,19.3,2.106577101,136.3
stn34_20180926_N_LG,8300-a,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,epi,20,0,501.4,996.4,5002.4,LEP,15.1,19.3,2.106577101,136.3
stn34_20180926_N_LG,8300-b,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,meta,67,20,2061.6,286.9,13111.5,LEP,15.1,19.3,2.106577101,136.3
stn34_20180619_D_LG,8044-c,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,hypo,100,50,44.1,0.5,51.4,LEP,8,11.1,2.105813518,137.5
stn34_20180619_D_LG,8044-b,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,meta,50,20,15.5,0,73.2,LEP,8,11.1,2.105813518,137.5
stn34_20180619_D_LG,8044-a,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,epi,20,0,1959.7,108.4,770.2,LEP,8,11.1,2.105813518,137.5
stn40_20180620_D_LG,8055-a,stn40,2018-06-20,20180620,181.7,43.58986667,-78.01195,64,epi,20,0,10996.3,466.1,321.3,SRF,2,15,2.099047324,181.7
stn12_20180725_D_LEII,8170-a,stn12,2018-07-25,20180725,108,43.50366667,-79.35466667,64,epi,20,0,1995.9,1892.3,120.2,SRF,2,20.6,2.092,108
stn35_20180727_D_LEII,8160-a,stn35,2018-07-27,20180727,31,43.36233333,-78.72966667,64,epi,25,0,135.4,1969.9,11987.5,SRF,2,22.9,2.088,31
stn27_20180619_D_LG,8042-a,stn27,2018-06-19,20180619,102.5,43.68971667,-78.82913333,64,epi,20,0,4111.2,148.9,357.5,LEP,7,14.7,2.087254209,102.5
stn70_20180523_D_LG,8028-a,stn70,2018-05-23,20180523,163.8,44.54013333,-76.611315,64,epi,20,0,816.2,70.1,113.4,LEP,20,3.9,2.081230387,163.8
stn69_20180924_D_LG,8317-c,stn69,2018-09-24,20180924,183,43.6053,-76.7147,64,hypo,100,50,74.6,2.3,16.2,MEP,5,15.4,2.080806174,183
stn69_20180924_D_LG,8317-b,stn69,2018-09-24,20180924,183,43.6053,-76.7147,64,meta,50,20,342.3,9.8,0,MEP,5,15.4,2.080806174,183
stn69_20180924_D_LG,8317-a,stn69,2018-09-24,20180924,183,43.6053,-76.7147,64,epi,20,0,5755.7,2486,5536.6,MEP,5,15.4,2.080806174,183
stn38_20180620_D_LG,8057-a,stn38,2018-06-20,20180620,17.7,43.3837,-77.99106667,64,epi,15,0,1253.2,5166.2,3076.2,SRF,2,18,2.071791652,17.7
stn38_20180927_D_LG,8307-a,stn38,2018-09-27,20180927,16.8,43.3833,-77.9894,64,epi,14,0,581.8,3031.9,4697.2,5,5,15.6,2.058259264,16.8
stn717_20180620_D_LG,8063-a,stn717,2018-06-20,20180620,34,43.30003333,-77.43335,64,epi,20,0,3693.5,437.6,3221.9,SRF,2,16.2,2.057665366,34
stn716_20180622_D_LG,8060-a,stn716,2018-06-22,20180622,147.5,43.443,-77.43803333,64,epi,20,0,10905.8,856.7,217.6,LDCL,18,6.7,2.033124656,147.5
stn42_20180522_D_LG,8013-a,stn42,2018-05-22,20180522,66.4,43.83976667,-78.0366,64,epi,20,0,179.5,435.4,37.3,SRF,2,5.3,2.032,66.4
stn70_20180924_D_LG,8318-a,stn70,2018-09-24,20180924,165.7,43.5415,-76.617667,64,epi,20,0,639.4,2466.9,8067.5,2,2,18.5,2.030240009,165.7
stn38_20180927_D_LG,8307-a,stn38,2018-09-27,20180927,16.8,43.3833,-77.9894,64,epi,14,0,581.8,3031.9,4697.2,2,2,15.6,2.023473815,16.8
stn39_20180927_D_LG,8306-a,stn39,2018-09-27,20180927,152.7,43.4861,-78.0003,64,epi,20,0,293.4,2059.9,8371.3,LEP,14.1,17.7,2.023176866,152.7
stn29_20180726_D_LEII,8155-a,stn29,2018-07-26,20180726,30,43.81766667,-78.86966667,64,epi,30,0,915.5,971,2202.3,LEP,17,19,2.008,30
stn28_20180726_D_LEII,8156-a,stn28,2018-07-26,20180726,62,43.77416667,-78.85466667,64,epi,20,0,1479.5,1783,768.1,UDCL,15,19.7,2.004,62
stn63_20180801_D_Limnos,DFO383-a,stn63,2018-08-01,20180801,87.86,43.731667,-77.016667,64,epi,11,0,161,1728.2,994,Fixed Depth,20,NA,1.995407,87.86
stn42_20180522_D_LG,8013-a,stn42,2018-05-22,20180522,66.4,43.83976667,-78.0366,64,epi,20,0,179.5,435.4,37.3,20,20,4.3,1.984,66.4
stn27_20180726_D_LEII,8157-a,stn27,2018-07-26,20180726,102,43.69,-78.8305,64,epi,20,0,5005,951.5,0,MEP,5,20.3,1.984,102
stn34_20180926_N_LG,8300-a,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,epi,20,0,501.4,996.4,5002.4,MEP,9.2,19.3,1.983725076,136.3
stn34_20180926_N_LG,8300-b,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,meta,67,20,2061.6,286.9,13111.5,MEP,9.2,19.3,1.983725076,136.3
stn34_20180926_N_LG,8300-c,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,hypo,100,50,479,24.9,167.1,MEP,9.2,19.3,1.983725076,136.3
stn58_20180620_D_LG,8062-a,stn58,2018-06-20,20180620,87.1,43.32793333,-77.4379,64,epi,20,0,9246.5,5152.3,1983.5,SRF,2,15.8,1.980840429,87.1
stn33_20180925_N_LG,8299-a,stn33,2018-09-25,20180925,133,43.5964,-78.8144,64,epi,20,0,1173.2,3053.7,4381.1,SRF,2,18.7,1.978358784,133
stn33_20180925_N_LG,8299-b,stn33,2018-09-25,20180925,133,43.5964,-78.8144,64,meta,50,20,1013.8,17.8,21.4,SRF,2,18.7,1.978358784,133
stn33_20180925_N_LG,8299-c,stn33,2018-09-25,20180925,133,43.5964,-78.8144,64,hypo,100,50,87.6,1.8,34.2,SRF,2,18.7,1.978358784,133
stn43_20180522_D_LG,8012-a,stn43,2018-05-22,20180522,15.7,43.95098667,-78.04831833,64,epi,13,0,3100.6,95,2459.9,B2,13.7,8.9,1.968,15.7
stn35_20180727_D_LEII,8160-a,stn35,2018-07-27,20180727,31,43.36233333,-78.72966667,64,epi,25,0,135.4,1969.9,11987.5,MEP,10,22.7,1.964,31
stn58_20180524_D_LG,8022-a,stn58,2018-05-24,20180524,89,43.3281,-77.43873333,64,epi,20,0,1278.9,388.4,773.8,DCL,13.3,5.5,1.952524225,89
stn33_20180726_D_LEII,8158-a,stn33,2018-07-26,20180726,145,43.596,-78.81633333,64,epi,20,0,1010.7,641.8,576.1,SRF,2,21.6,1.948,145
stn33_20180726_D_LEII,8158-c,stn33,2018-07-26,20180726,145,43.596,-78.81633333,64,hypo,100,50,34.3,2.5,112.5,SRF,2,21.6,1.948,145
stn33_20180726_D_LEII,8158-b,stn33,2018-07-26,20180726,145,43.596,-78.81633333,64,meta,50,20,115.2,14.8,64.6,SRF,2,21.6,1.948,145
stn715_20180522_N_LG,8032-b,stn715,2018-05-22,20180522,153.2,43.63547,-76.97046667,64,meta,50,20,12.9,0.4,4.6,SRF,2,3.8,1.941197744,153.2
stn715_20180522_N_LG,8032-c,stn715,2018-05-22,20180522,153.2,43.63547,-76.97046667,64,hypo,100,50,13.2,4.4,7.2,SRF,2,3.8,1.941197744,153.2
stn715_20180522_N_LG,8032-a,stn715,2018-05-22,20180522,153.2,43.63547,-76.97046667,64,epi,20,0,225.1,300.4,104.3,SRF,2,3.8,1.941197744,153.2
stn18_20180725_D_LEII,8168-a,stn18,2018-07-25,20180725,85,43.303,-79.27816667,64,epi,20,0,222,10.6,5153.6,MEP,8,21.2,1.94,85
stn69_20180621_N_LG,8073-c,stn69,2018-06-21,20180621,187.8,43.59906833,-76.710005,64,hypo,100,50,10,0.4,1.6,LDCL,15,7.6,1.919562891,187.8
stn69_20180621_N_LG,8073-b,stn69,2018-06-21,20180621,187.8,43.59906833,-76.710005,64,meta,50,20,9.2,0.3,8.5,LDCL,15,7.6,1.919562891,187.8
stn69_20180621_N_LG,8073-a,stn69,2018-06-21,20180621,187.8,43.59906833,-76.710005,64,epi,20,0,8298.5,1170.8,246.3,LDCL,15,7.6,1.919562891,187.8
stn34_20180727_D_LEII,8159-c,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,hypo,100,50,722.6,89.2,567.6,SRF,2,21,1.916,140
stn34_20180727_D_LEII,8159-b,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,meta,50,20,1510,507.6,3351,SRF,2,21,1.916,140
stn34_20180727_D_LEII,8159-a,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,epi,20,0,1889.5,1151.4,18810.1,SRF,2,21,1.916,140
stn34_20180521_N_LG,8010-b,stn34,2018-05-21,20180521,135.3,43.460835,-78.75971667,64,meta,50,20,129.8,1.9,18,LEP,15.1,5.6,1.912,135.3
stn34_20180521_N_LG,8010-c,stn34,2018-05-21,20180521,135.3,43.460835,-78.75971667,64,hypo,100,50,71.8,1.5,12,LEP,15.1,5.6,1.912,135.3
stn34_20180521_N_LG,8010-a,stn34,2018-05-21,20180521,135.3,43.460835,-78.75971667,64,epi,20,0,4253.7,492.8,1306,LEP,15.1,5.6,1.912,135.3
stn63_20180621_D_LG,8065-a,stn63,2018-06-21,20180621,85.2,43.73246667,-77.01631667,64,epi,20,0,890.2,3144.3,5406.6,DCL,18,7.1,1.911757376,85.2
stn12_20180905_D_Cisco,DFO326-a,stn12,2018-09-05,20180905,107,43.503333,-79.353333,64,epi,7,0,1433,619.5,1473.5,Epi,7,NA,1.909109,107
stn69_20180924_D_LG,8317-b,stn69,2018-09-24,20180924,183,43.6053,-76.7147,64,meta,50,20,342.3,9.8,0,LEP,9,14.4,1.905627501,183
stn69_20180924_D_LG,8317-c,stn69,2018-09-24,20180924,183,43.6053,-76.7147,64,hypo,100,50,74.6,2.3,16.2,LEP,9,14.4,1.905627501,183
stn69_20180924_D_LG,8317-a,stn69,2018-09-24,20180924,183,43.6053,-76.7147,64,epi,20,0,5755.7,2486,5536.6,LEP,9,14.4,1.905627501,183
stn27_20180619_D_LG,8042-a,stn27,2018-06-19,20180619,102.5,43.68971667,-78.82913333,64,epi,20,0,4111.2,148.9,357.5,SRF,2,15,1.8976523,102.5
stn43_20180620_D_LG,8052-a,stn43,2018-06-20,20180620,15.3,43.9496,-78.04975333,64,epi,12,0,7.2,755.8,7449.6,SRF,2.1,7.7,1.89234964,15.3
stn715_20180621_D_LG,8066-c,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,hypo,100,50,10,2.3,19.9,SRF,2,14.3,1.890970949,149.3
stn715_20180621_D_LG,8066-b,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,meta,50,20,212.3,65.3,231.7,SRF,2,14.3,1.890970949,149.3
stn715_20180621_D_LG,8066-a,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,epi,20,0,5496.5,2923.6,3180.6,SRF,2,14.3,1.890970949,149.3
